#Position (bp)	mapping quality
4534369.5	59.57936507936508
4535397.0	59.2848302603466
4536338.0	59.69686337504227
4537207.0	59.39533200651348
4538037.0	58.92460845153664
4538612.5	55.02233018779781
4538972.0	59.299725877192984
4539429.5	59.83276836158192
4539981.5	58.991471291439176
4540490.5	59.20997280145059
4540960.5	51.01120193763246
4541408.5	51.536745202059606
4541830.0	58.03678929765886
4542236.5	57.92952612393682
4542630.0	59.41657334826428
4543019.0	53.22999139414802
4543398.5	58.55814377812918
4543753.0	55.18947107027564
4544088.5	52.32230421328255
4544417.0	59.35405631446891
4544728.0	53.24888347543646
4545024.0	57.966491458607095
4545313.5	57.50096190842632
4545593.0	52.64773495605139
4545859.0	56.878608923884514
4546118.0	55.51542807475011
4546376.5	32.31094808126411
4546634.5	43.681372549019606
4546881.0	39.97721724979658
4547112.0	57.77637130801688
4547339.0	53.53776263486655
4547564.5	30.59382064807837
4547788.5	19.80821917808219
4548010.0	28.321070234113712
4548227.0	53.77565108252275
4548441.5	59.116143170197226
4548655.5	60.0
4548869.0	39.436346863468636
4549081.5	45.2967032967033
4549290.5	48.015228426395936
4549496.0	38.645788336933045
4549701.0	54.160578081091934
4549905.5	39.64905149051491
4550102.0	53.40565177757521
4550203.5	56.5
4550310.0	33.701107961865496
4550507.5	38.80013458950202
4550703.0	27.140649973361747
4550896.0	55.857047872340424
4551087.0	57.944509345794394
4551276.5	60.0
4551464.0	55.680317954034905
4551649.0	46.06923076923077
4551831.0	56.17415835997743
4552008.5	50.950363196125906
4552179.0	60.0
4552345.5	28.560221870047542
4552508.5	56.39367816091954
4552668.5	45.67641325536062
4552827.5	41.05507631055076
4552985.5	49.02839683680805
4553142.0	0.0
4553297.0	0.0
4553452.0	36.7410358565737
4553607.0	33.20168539325843
4553762.0	31.027416520210895
4553917.0	28.502698535080956
4554072.0	18.98780487804878
4554227.0	27.26285160038797
4554382.0	57.0
4554537.0	55.01381427475057
4554692.0	33.0
4554847.0	0.0
4555002.0	8.484848484848484
4555157.0	43.12226906860866
4555312.0	10.34762979683973
4555467.0	8.0
4555622.0	35.0625
4555777.0	8.0
4555932.0	48.0
4556087.0	29.778220451527226
4556242.0	8.0
4556397.0	8.0
4556552.0	1.0
4556707.0	4.825910931174089
4556861.5	31.484619263741806
4557015.5	35.16400660429279
4557169.5	44.537944929482876
4557323.5	0.0
4557477.0	9.922824302134647
4557630.0	0.0
4557782.5	47.05827067669173
4557934.5	55.68804664723032
4558086.0	53.96648044692738
4558237.0	24.197707736389685
4558383.5	57.53623188405797
4558521.0	27.68041237113402
4558652.5	48.52771855010661
4558782.0	42.248520710059175
4558911.0	37.0
4559038.0	44.47192513368984
4559162.0	26.8689818468824
4559284.5	0.0
4559406.0	0.0
4559525.0	0.0
4559641.0	30.48465266558966
4559754.5	23.0
4559865.0	47.0
4559973.0	0.0
4560079.0	0.0
4560183.5	51.0
4560285.0	0.0
4560381.0	0.0
4560473.5	0.0
4560562.5	0.0
4560648.0	0.0
4560731.0	0.0
4560811.0	0.0
4560890.0	0.0
4560969.0	0.0
4561048.0	0.0
4561127.0	0.0
4561205.5	0.0
4561283.5	0.0
4561361.5	0.0
4561439.5	0.0
4561517.5	0.0
